tick_space,amount_WHYPE,amount_USD₮0
-239620→-239610,-0.003033960087049096,0.11917438453301786
-239610→-239600,-0.07778613821305823,3.0585074187907098
-239600→-239590,-0.009626254919944356,0.37887762510587414
-239590→-239570,-0.7475486169888664,29.46676445842822
-239570→-239560,-4.304214548095089e-05,0.001699175859944533
-239560→-239550,-0.05645471261665827,2.2308937774513242
-239550→-239540,-0.004515977110355753,0.17863423560620495
-239540→-239530,-0.0004057749442199581,0.016066913790731333
-239530→-239510,-0.22153605708432214,8.785026334365748
-239510→-239500,-0.0395354565303389,1.5701343439184452
-239500→-239490,-0.03460986924427606,1.3758918125067492
-239490→-239480,-0.16442670604114948,6.54321148085983
-239480→-239470,-4.5119536702822405,179.7287297411661
-239470→-239460,-1.0917945475013142,43.5339493016638
-239460→-239450,-0.00016961256397021165,0.006769856110862407
-239450→-239440,-0.00032325557288841194,0.012915217145288243
-239440→-239430,-0.033927862976800845,1.3568957115126472
-239430→-239420,-10.152166396056835,406.4273864357281
-239420→-239410,-0.09709363583043483,3.8908928778510856
-239410→-239400,-0.0038741466607356985,0.15540637855062112
-239400→-239390,-0.0005376130738384672,0.021587227923504558
-239390→-239380,-0.15242351655864048,6.126512236032705
-239380→-239360,-0.000160508032698107,0.006461145321606135
-239360→-239330,-0.06552993354242367,2.644466969199248
-239330→-239320,-0.007817853406295283,0.31612183009559347
-239320→-239310,-0.00020053757395214678,0.00811702706903106
-239310→-239300,-0.15289014410096075,6.194624707065455
-239300→-239290,-1.5154368336898898,61.4621321420729
-239290→-239250,-0.0012367439821631195,0.050284631389693316
-239250→-239240,-0.04139571542249378,1.687316446614775
-239240→-239200,-0.24909953127040538,10.178874018541075
-239200→-239190,-0.00833626639834336,0.34149480045273695
-239190→-239180,-0.14945109186856947,6.1283826712536795
-239180→-239170,-0.1603847865024653,6.583308798900263
-239170→-239160,-0.45943589417036695,18.877316237079125
-239160→-239140,-0.46643217119958263,19.193546785125978
-239140→-239130,-0.0018478907141618438,0.07615430000704722
-239130→-239120,-0.37352467397518263,15.40890279803967
-239120→-239110,-0.002283434389250973,0.09429208311989869
-239110→-239100,-0.0011333528525379844,0.04684746633543697
-239100→-239090,-0.0011628172916237458,0.04811347442744999
-239090→-239080,-0.007464693461413,0.30917294965744896
-239080→-239070,-0.39484067164985026,16.369886417100698
-239070→-239050,-0.054974977304407834,2.2826548669152205
-239050→-239040,-0.02654710616505585,1.1039357275424149
-239040→-239020,-0.0018270406306799276,0.0760897604869579
-239020→-239000,-0.09990876081684393,4.169175043559557
-239000→-238990,-0.002023573217626816,0.08457010874125388
-238990→-238970,-0.6679556079587299,27.957412592456535
-238970→-238960,-0.00010760063619931126,0.004510405869231175
-238960→-238950,-0.0007788046742971056,0.03267861236195001
-238950→-238940,-1.1938189770396026,50.14271071766639
-238940→-238930,-0.4807518753785219,20.212712087060765
-238930→-238910,-0.02712924064351032,1.1423328076543666
-238910→-238890,-0.15291396320623343,6.451648558149418
-238890→-238880,-0.07385290185667755,3.120631809799982
-238880→-238870,-0.03445312463402092,1.4572627193489482
-238870→-238860,-0.025506770756749116,1.0799384179849207
-238860→-238850,-5.014754272629697e-07,2.1253352339047845e-05
-238850→-238840,-0.010840234508031052,0.45988657853681864
-238840→-238830,-0.00010794680136919965,0.004584121380348205
-238830→-238820,-0.2801929778957008,11.910715473352836
-238820→-238810,-0.0003786746986374653,0.0161131765081966
-238810→-238800,-0.01061971319430303,0.45233681605637677
-238800→-238790,-0.004166938994550192,0.17766446148836174
-238790→-238780,-0.008942893130382507,0.38167677609278433
-238780→-238770,-1.6049027775764575,68.56471826166991
-238770→-238760,-0.004893016334496674,0.20924876597699008
-238760→-238750,-0.1760926248911696,7.538096275336026
-238750→-238740,-0.06827273601303072,2.925513407928421
-238740→-238730,-0.7297506706248129,31.301385479562917
-238730→-238720,-0.5302998934765449,22.769047905418716
-238720→-238710,-0.15583158572391156,6.6975057286306345
-238710→-238680,-5.164267442038618,222.4000467806283
-238680→-238660,-0.024490840988534223,1.0573421121411792
-238660→-238650,-0.1387079610437911,5.9974222724312165
-238650→-238640,-0.0006228564111247268,0.026957862395347063
-238640→-238630,-0.8467098408645815,36.683130706058115
-238630→-238620,-0.009585297219125254,0.41569197703848954
-238620→-238610,-0.0018065908537728173,0.07842601328645273
-238610→-238600,-0.6767213592478117,29.406577946515352
-238600→-238590,-0.4397640318063461,19.12883770949605
-238590→-238580,-0.4404013029688513,19.17572288467535
-238580→-238570,-0.006558915988555322,0.28587059833752304
-238570→-238560,-0.02714637221229562,1.1843593550106537
-238560→-238550,-0.0008450772791380477,0.03690646024870948
-238550→-238540,-0.0015832237636543573,0.06921218192462708
-238540→-238530,-0.09472280113171118,4.145043055636095
-238530→-238520,-0.0179728590889131,0.787274084733643
-238520→-238510,-0.0007783545732045939,0.03412876245183216
-238510→-238500,-0.4284240467530445,18.804040199850856
-238500→-238490,-0.010675631759266889,0.46903493314882055
-238490→-238480,-0.1330847371037792,5.852940759617924
-238480→-238470,-26.309839316094067,1158.239430843827
-238470→-238460,-1.0798832943797734,47.58731984728429
-238460→-238450,-0.14801422725562088,6.529082523914634
-238450→-238440,-2.5395841009188136e-05,0.0011213613107837164
-238440→-238430,-0.00037207359715118657,0.01644546259358172
-238430→-238420,-2.83919441048385e-06,0.00012561648747402916
-238420→-238410,-0.15383147309737655,6.812883862176876
-238410→-238390,-4.250732929799696,188.53892016679814
-238390→-238380,-0.02938118260316333,1.3051423358038134
-238380→-238370,-0.14746502289030852,6.557101410870547
-238370→-238300,-28.0459887993151,1252.076098582315
-238300→-238290,-0.2842067455752212,12.738885720057354
-238290→-238280,-0.18002134834450642,8.077097827905247
-238280→-238270,-0.03836209708335133,1.7229312398835308
-238270→-238260,-2.0407201734635065,91.74519667791004
-238260→-238250,-2.9011611731071345,130.55875729336867
-238250→-238240,-4.491353478363609,202.32318825096456
-238240→-238230,-0.007137201385861395,0.32183305497152886
-238230→-238220,-0.0022771839231462117,0.1027862634100952
-238220→-238210,-2.003897652493127e-06,9.05413110135352e-05
-238210→-238190,-0.14914873742963008,6.74904358257712
-238190→-238180,-0.5543500861390378,25.122229563383517
-238180→-238170,-0.048474412962231685,2.1989780363491693
-238170→-238160,-0.8024002643331967,36.43624965157967
-238160→-238150,-0.02162717811948475,0.9830525539995734
-238150→-238140,-0.02997306545721174,1.3637737085867343
-238140→-238130,-0.01798708707347753,0.8192307803138936
-238130→-238120,-1.4641626585979735,66.752728745637
-238120→-238110,-12.655643515984861,577.5614565482981
-238110→-238100,-3.0604673018995787,139.80927591370016
-238100→-238090,-0.030972662531536736,1.4163189175799398
-238090→-238080,-0.13187304597807634,6.036327936219783
-238080→-238070,-0.4377571176430532,20.057845284644745
-238070→-238060,-0.23189931863446633,10.636158640203126
-238060→-238050,-1.6653840582690955e-07,7.645994997816104e-06
-238050→-238040,-0.005792444122449917,0.2662047081536472
-238040→-238030,-3.1006821242048224,142.64133588536572
-238030→-238020,-0.007519892019745819,0.34628527874306125
-238020→-238000,-0.06679194762668376,3.080334935557843
-238000→-237990,-0.008538465819967879,0.3943711050133443
-237990→-237980,-0.9059626653667101,41.88608952721562
-237980→-237970,-0.04353397640909636,2.01475446167679
-237970→-237960,-0.002538507384780704,0.1175997754623036
-237960→-237950,-0.19337769490665083,8.967444824733377
-237950→-237930,-1.8436339925608227,85.62260766053295
-237930→-237910,-0.3036614044776794,14.130967098215546
-237910→-237890,-0.08435138889175288,3.933173208728163
-237890→-237870,-3.9637647461033625,185.19414435296977
-237870→-237860,-0.14015184114011373,6.557972579055453
-237860→-237840,-0.15528397848669506,7.276940897985101
-237840→-237830,-2.7768811874953547,130.3259518884988
-237830→-237820,-0.2665284713887441,12.521359612940682
-237820→-237810,-2.1692411616058496,102.01170105678082
-237810→-237790,-0.01746669489238319,0.8226295314652436
-237790→-237780,-0.005916377885611381,0.2790621117129792
-237780→-237770,-0.36817277702784434,17.383247645847614
-237770→-237760,-0.0010231100897137365,0.048354387262414734
-237760→-237740,-0.01370721787064812,0.6488050800294222
-237740→-237730,-0.7689412719095459,36.451004991986345
-237730→-237720,-0.07301197347736715,3.464532942578488
-237720→-237710,-0.04786646097370189,2.273611197702615
-237710→-237700,-0.2316277999399078,11.013106411592021
-237700→-237690,-0.05944771027591982,2.8293622700679504
-237690→-237670,-1.9683762755558776,93.8237867541804
-237670→-237660,-0.00027642023933213596,0.013195507051121469
-237660→-237640,-0.0006530769043775026,0.031222809485019792
-237640→-237630,-0.01796825038989535,0.8603295770381619
-237630→-237620,-6.9026370747737325,330.8326588226089
-237620→-237610,-0.08368943494478491,4.015117358592417
-237610→-237600,-2.2969194807724977,110.30816299685686
-237600→-237590,-0.02001648038071415,0.96224102498919
-237590→-237580,-0.46285088909952987,22.272631354287896
-237580→-237570,-0.00015399479916272378,0.007417725419418137
-237570→-237560,-0.009219588566191112,0.4445396597525987
-237560→-237550,-0.0013341585683248381,0.06439330183911503
-237550→-237530,-0.00037287338718993476,0.018023786815797818
-237530→-237500,-0.16172367210251568,7.836893227657763
-237500→-237490,-0.4072581984584579,19.774645984846785
-237490→-237460,-0.24845843737405365,12.088187188315281
-237460→-237450,-0.05953875985951783,2.902523582587275
-237450→-237440,-0.01767247737534718,0.8623978789111152
-237440→-237430,-0.305447804241901,14.920436394057669
-237430→-237420,-0.2581316365743368,12.62176313442975
-237420→-237410,-0.13713779716597646,6.712282599359913
-237410→-237400,-1.0882508748813473,53.31830828323551
-237400→-237390,-1.981917628790617,97.20021148233725
-237390→-237370,-0.9530823353552569,46.81267285260894
-237370→-237360,-0.058656854527936994,2.8853811997209173
-237360→-237350,-7.589799665180875,373.72230002159057
-237350→-237340,-0.03871468315832889,1.9082210501536854
-237340→-237320,-1.6919879717865138,83.52214774260743
-237320→-237300,-0.0566864557041704,2.803833571858728
-237300→-237290,-0.03807272257793111,1.8859851601277753
-237290→-237280,-0.15533427156244844,7.702396917454386
-237280→-237270,-0.01018932197482656,0.5057526514159312
-237270→-237260,-0.02757156370706404,1.3698990130168784
-237260→-237250,-5.108563715708452,254.07401019898757
-237250→-237230,-0.03502047110198264,1.7443547857819666
-237230→-237220,-0.011714062695192602,0.5843483073131955
-237220→-237200,-0.026744318504798945,1.3361253109332194
-237200→-237190,-6.388522388144628,319.64468367239
-237190→-237180,-0.06181001706331985,3.0957095063448437
-237180→-237170,-0.051112936495021966,2.5625151546035427
-237170→-237160,-2.0174323824308527,101.24390098211694
-237160→-237150,-0.0756330901260998,3.799408589989474
-237150→-237140,-10.621155240567177,534.084759222767
-237140→-237130,-0.0041112125795857825,0.2069391375254592
-237130→-237120,-0.5134821041029224,25.872136035792746
-237120→-237110,-0.024765809294104327,1.249090113886775
-237110→-237100,-3.086963196905956,155.8500590946373
-237100→-237090,-6.405306093889201,323.7052035240511
-237090→-237080,-0.02702454918939697,1.3671070503078206
-237080→-237070,-0.05346441148854034,2.7073420484343758
-237070→-237060,-0.7988103135420701,40.49079222059214
-237060→-237050,-0.045148567589391786,2.2908194378964484
-237050→-237020,-0.03860542029324694,1.9627442502586894
-237020→-237010,-0.02191845497412801,1.1165904574592735
-237010→-237000,-0.07576577485503129,3.8635925171816328
-237000→-236990,-1.4268125270781946,72.83153002977583
-236990→-236980,-0.36021144059363247,18.405359087768687
-236980→-236970,-0.3223759778518673,16.488598308380755
-236970→-236960,-0.012277538111494016,0.6285887863070097
-236960→-236940,-0.11832159307916343,6.066954749335818
-236940→-236930,-0.00016687388790130703,0.008569323555782113
-236930→-236920,-0.7304881338829248,37.549624201462834
-236920→-236910,-0.046778250768130566,2.4069700135645413
-236910→-236900,-0.040590882931263776,2.0906891867262147
-236900→-236880,-0.06445499797327028,3.324826467241275
-236880→-236870,-0.0005247421217917151,0.027108764213775435
-236870→-236850,-0.0008071774208319352,0.041762280612002
-236850→-236840,-0.11155882251972674,5.780568250161686
